X,Y,OBJECTID,rb,Gradska_cetvrt,Mjesni_odbor,lokacija,Vrsta_objekta,Izvor,Izradio
15.992672408,45.770944135,141,24,Novi Zagreb - istok,Travno,Zelena površina između Ulice Savezne Republike Njemačke i Ulice Božidara Magovca,vježbalište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
16.049989388,45.816772524,142,58,Donja Dubrava,Trnava,Park Tomislava Ivčića,boćalište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
16.053332235,45.813806614,143,59,Donja Dubrava,Trnava,"Resnički put, Rekreacijski centar Trnava",dječje igralište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
16.0683697800001,45.8355007750001,144,52,Gornja Dubrava,Trnovčica,Trnovčica,sportsko i dječje igralište/boćalište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
15.996356549,45.788588889,145,172,Trnje,Trnjanska Savica,Ulica Vladimira Ruždjaka,boćalište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
15.9975354640001,45.7744313900001,146,25,Novi Zagreb - istok,Utrine,Zelena površina između Skokovog i Fancevljevog prilaza,sportsko igralište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
15.9911566980001,45.775089091,147,26,Novi Zagreb - istok,Utrine,Zelena površina između Ulice Savezne Republike Njemačke i Kombolove ulice,vježbalište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
15.9578799930001,45.7898397230001,148,170,Trnje,Veslačko naselje,Veslačka ulica 4 - 6,košarkaško igralište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
15.9578006990001,45.7895592180001,149,171,Trnje,Veslačko naselje,Veslačka ulica 4,boćalište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
16.0225200620001,45.8048718480001,150,78,Peščenica - Žitnjak,Volovčica,Kolarova ulica 16-18,dječje igralište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
16.0236793240001,45.804962539,151,79,Peščenica - Žitnjak,Volovčica,Kolarova ulica 14-16,dječje igralište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
16.02107691,45.806483735,152,80,Peščenica - Žitnjak,Volovčica,Prilaz sv. Josipa Radnika 14,dječje igralište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
16.02075691,45.8070364010001,153,81,Peščenica - Žitnjak,Volovčica,Prilaz sv. Josipa Radnika - Ulica Hermana Dalmatina ,sportsko igralište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
15.9668967170001,45.7961100430001,154,166,Trnje,Vrbik,Kninski trg,sportsko igralište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
15.9673355470001,45.795930228,155,167,Trnje,Vrbik,Kninski trg,vježbalište i dječje igralište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
16.1071856,45.881818997,156,145,Sesvete,Vugrovec Donji,Ulica Augusta Šenoe 51,sportsko-rekreacijsko igralište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
16.098860421,45.8911052170001,157,146,Sesvete,Vugrovec Gornji,Vugrovečka ulica 33,sportsko-rekreacijsko igralište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
16.0472992850001,45.8107550730001,158,82,Peščenica - Žitnjak,Vukomerec,Portoroška ulica 1 - 11A,boćalište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
15.9906311460001,45.7823716730001,159,27,Novi Zagreb - istok,Zapruđe,Park Vjekoslava Majera,boćalište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
16.0664698580001,45.7764142460001,160,83,Peščenica - Žitnjak,Žitnjak,Žitnjak II. odvojak ,"dječje igralište, sportsko igralište","Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
15.993254141,45.8092093750001,161,176,Donji grad,"""Kralj Zvonimir""",Ulica Pavla Šubića 12,"polivalentno igralište, košarkaško igralište","Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
16.0214050660001,45.8405329810001,162,177,Maksimir,Dotrščina,Križanje ulica Melinišće i Čret,sportsko igralište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
15.9630419810001,45.7839033880001,163,178,Novi Zagreb - zapad,Kajzerica,"Južna obala VI, preko puta k.br. 11",dječje igralište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
15.947840276,45.762579024,164,179,Novi Zagreb - zapad,Sveta Klara,Ulica dr. Luje Naletilića,dječje igralište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
15.9579848560001,45.7571714430001,165,180,Novi Zagreb - zapad,Sveta Klara,"Burićev odvojak, preko puta Sisačke ceste II. odvojak 35I",dječje igralište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
16.0917019570001,45.832210149,166,181,Sesvete,Staro Brestje,Ulica Emanuela Vidovića - zapad prema potoku,boćalište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
15.899062486,45.799937755,167,182,Stenjevec,Špansko - jug,Ulica Slavka Batušića,teretana za odrasle,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
15.9376959360001,45.762787486,168,184,Novi Zagreb - zapad,Remetinec,Jagatići,sportsko igralište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
16.1338756820001,45.8308022430001,169,183,Sesvete,Sesvetska Sela,Glavna ulica 74,sportsko igralište,"Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
16.160048268,45.8241830320001,170,130,Sesvete,Kobiljak,Šumski put od Kobiljačke i Holjevčeve prema lugarovoj kućici,"dječje igralište, sportsko-rekreacijsko igralište","Gradski ured za mjesnu samoupravu, civilnu zaštitu i sigurnost i Gradski ured za obrazovanje, sport i mlade","Gradski ured za gospodarstvo, ekološku održivost i strategijsko planiranje"
